images,classes,xmls
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.27 09_28_41.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.27 09_28_41.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.19 10_25_31.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.19 10_25_31.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.28 13_20_55.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.28 13_20_55.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.19 10_13_35.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.19 10_13_35.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.28 13_16_50.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.28 13_16_50.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.23 10_29_22.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.23 10_29_22.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.23 14_07_38.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.23 14_07_38.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.28 15_38_48.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.28 15_38_48.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.26 09_29_47.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.26 09_29_47.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.13 13_44_46.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.13 13_44_46.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.13 14_05_24.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.13 14_05_24.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.22 09_17_23.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.22 09_17_23.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.20 15_43_44.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.20 15_43_44.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.20 14_14_30.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.20 14_14_30.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.23 10_20_10.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.23 10_20_10.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.23 09_24_42.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.23 09_24_42.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.27 13_54_44.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.27 13_54_44.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.26 13_57_55.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.26 13_57_55.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.16 09_24_40.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.16 09_24_40.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.22 10_40_08.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.22 10_40_08.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.19 13_29_54.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.19 13_29_54.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.19 09_16_36.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.19 09_16_36.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.27 09_47_38.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.27 09_47_38.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.23 09_03_13.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.23 09_03_13.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.27 13_37_56.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.27 13_37_56.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.16 09_55_56.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.16 09_55_56.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.19 09_38_19.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.19 09_38_19.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.28 13_57_37.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.28 13_57_37.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.22 09_16_37.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.22 09_16_37.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.22 09_15_52.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.22 09_15_52.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.25 09_00_19.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.25 09_00_19.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.25 14_04_21.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.25 14_04_21.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.19 10_31_01.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.19 10_31_01.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.28 13_22_25.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.28 13_22_25.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.22 08_40_55.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.22 08_40_55.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.23 08_45_04.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.23 08_45_04.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.16 10_41_08.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.16 10_41_08.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.23 09_59_45.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.23 09_59_45.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.27 09_49_59.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.27 09_49_59.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.26 13_31_40.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.26 13_31_40.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.25 15_09_09.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.25 15_09_09.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.20 15_34_17.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.20 15_34_17.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.22 15_33_26.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.22 15_33_26.xml
../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.25 14_16_49.jpg,吊经,../data/xuelang_round1_train_part2_20180705/吊经/J01_2018.06.25 14_16_49.xml
../data/xuelang_round1_train_part2_20180705/黄渍/J01_2018.06.19 15_26_23.jpg,黄渍,../data/xuelang_round1_train_part2_20180705/黄渍/J01_2018.06.19 15_26_23.xml
../data/xuelang_round1_train_part2_20180705/黄渍/J01_2018.06.17 15_29_01.jpg,黄渍,../data/xuelang_round1_train_part2_20180705/黄渍/J01_2018.06.17 15_29_01.xml
../data/xuelang_round1_train_part2_20180705/黄渍/J01_2018.06.17 14_59_55.jpg,黄渍,../data/xuelang_round1_train_part2_20180705/黄渍/J01_2018.06.17 14_59_55.xml
../data/xuelang_round1_train_part2_20180705/黄渍/J01_2018.06.22 14_02_55.jpg,黄渍,../data/xuelang_round1_train_part2_20180705/黄渍/J01_2018.06.22 14_02_55.xml
../data/xuelang_round1_train_part2_20180705/黄渍/J01_2018.06.23 09_19_24.jpg,黄渍,../data/xuelang_round1_train_part2_20180705/黄渍/J01_2018.06.23 09_19_24.xml
../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.23 08_38_19.jpg,缺经,../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.23 08_38_19.xml
../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.26 09_32_08.jpg,缺经,../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.26 09_32_08.xml
../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.27 08_49_31.jpg,缺经,../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.27 08_49_31.xml
../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.17 13_59_44.jpg,缺经,../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.17 13_59_44.xml
../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.17 14_19_32.jpg,缺经,../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.17 14_19_32.xml
../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.26 14_28_01.jpg,缺经,../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.26 14_28_01.xml
../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.19 08_51_48.jpg,缺经,../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.19 08_51_48.xml
../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.17 14_21_05.jpg,缺经,../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.17 14_21_05.xml
../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.19 10_34_08.jpg,缺经,../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.19 10_34_08.xml
../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.23 08_53_30.jpg,缺经,../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.23 08_53_30.xml
../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.17 14_46_20.jpg,缺经,../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.17 14_46_20.xml
../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.17 15_53_35.jpg,缺经,../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.17 15_53_35.xml
../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.22 10_24_03.jpg,缺经,../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.22 10_24_03.xml
../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.22 09_06_20.jpg,缺经,../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.22 09_06_20.xml
../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.22 14_38_20.jpg,缺经,../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.22 14_38_20.xml
../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.23 10_04_06.jpg,缺经,../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.23 10_04_06.xml
../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.26 14_25_32.jpg,缺经,../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.26 14_25_32.xml
../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.26 15_09_07.jpg,缺经,../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.26 15_09_07.xml
../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.17 14_19_24.jpg,缺经,../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.17 14_19_24.xml
../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.22 09_07_51.jpg,缺经,../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.22 09_07_51.xml
../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.22 09_05_21.jpg,缺经,../data/xuelang_round1_train_part2_20180705/缺经/J01_2018.06.22 09_05_21.xml
../data/xuelang_round1_train_part2_20180705/紧纱/J01_2018.06.19 09_17_45.jpg,紧纱,../data/xuelang_round1_train_part2_20180705/紧纱/J01_2018.06.19 09_17_45.xml
../data/xuelang_round1_train_part2_20180705/毛粒/J01_2018.06.17 09_23_49.jpg,毛粒,../data/xuelang_round1_train_part2_20180705/毛粒/J01_2018.06.17 09_23_49.xml
../data/xuelang_round1_train_part2_20180705/织入/J01_2018.06.19 14_10_00.jpg,织入,../data/xuelang_round1_train_part2_20180705/织入/J01_2018.06.19 14_10_00.xml
../data/xuelang_round1_train_part2_20180705/织入/J01_2018.06.16 08_57_28.jpg,织入,../data/xuelang_round1_train_part2_20180705/织入/J01_2018.06.16 08_57_28.xml
../data/xuelang_round1_train_part2_20180705/织入/J01_2018.06.22 14_46_53.jpg,织入,../data/xuelang_round1_train_part2_20180705/织入/J01_2018.06.22 14_46_53.xml
../data/xuelang_round1_train_part2_20180705/粗纱/J01_2018.06.19 08_58_24.jpg,粗纱,../data/xuelang_round1_train_part2_20180705/粗纱/J01_2018.06.19 08_58_24.xml
../data/xuelang_round1_train_part2_20180705/粗纱/J01_2018.06.23 09_16_50.jpg,粗纱,../data/xuelang_round1_train_part2_20180705/粗纱/J01_2018.06.23 09_16_50.xml
../data/xuelang_round1_train_part2_20180705/破洞/J01_2018.06.17 13_47_50.jpg,破洞,../data/xuelang_round1_train_part2_20180705/破洞/J01_2018.06.17 13_47_50.xml
../data/xuelang_round1_train_part2_20180705/破洞/J01_2018.06.17 13_47_39.jpg,破洞,../data/xuelang_round1_train_part2_20180705/破洞/J01_2018.06.17 13_47_39.xml
../data/xuelang_round1_train_part2_20180705/破洞/J01_2018.06.13 14_39_40.jpg,破洞,../data/xuelang_round1_train_part2_20180705/破洞/J01_2018.06.13 14_39_40.xml
../data/xuelang_round1_train_part2_20180705/破洞/J01_2018.06.17 13_48_20.jpg,破洞,../data/xuelang_round1_train_part2_20180705/破洞/J01_2018.06.17 13_48_20.xml
../data/xuelang_round1_train_part2_20180705/油渍/J01_2018.06.20 15_22_27.jpg,油渍,../data/xuelang_round1_train_part2_20180705/油渍/J01_2018.06.20 15_22_27.xml
../data/xuelang_round1_train_part2_20180705/油渍/J01_2018.06.17 13_30_45.jpg,油渍,../data/xuelang_round1_train_part2_20180705/油渍/J01_2018.06.17 13_30_45.xml
../data/xuelang_round1_train_part2_20180705/油渍/J01_2018.06.17 10_27_00.jpg,油渍,../data/xuelang_round1_train_part2_20180705/油渍/J01_2018.06.17 10_27_00.xml
../data/xuelang_round1_train_part2_20180705/油渍/J01_2018.06.22 08_52_01.jpg,油渍,../data/xuelang_round1_train_part2_20180705/油渍/J01_2018.06.22 08_52_01.xml
../data/xuelang_round1_train_part2_20180705/油渍/J01_2018.06.22 09_35_55.jpg,油渍,../data/xuelang_round1_train_part2_20180705/油渍/J01_2018.06.22 09_35_55.xml
../data/xuelang_round1_train_part2_20180705/油渍/J01_2018.06.17 13_45_58.jpg,油渍,../data/xuelang_round1_train_part2_20180705/油渍/J01_2018.06.17 13_45_58.xml
../data/xuelang_round1_train_part2_20180705/油渍/J01_2018.06.13 13_53_54.jpg,油渍,../data/xuelang_round1_train_part2_20180705/油渍/J01_2018.06.13 13_53_54.xml
../data/xuelang_round1_train_part2_20180705/油渍/J01_2018.06.20 15_22_17.jpg,油渍,../data/xuelang_round1_train_part2_20180705/油渍/J01_2018.06.20 15_22_17.xml
../data/xuelang_round1_train_part2_20180705/油渍/J01_2018.06.20 14_18_21.jpg,油渍,../data/xuelang_round1_train_part2_20180705/油渍/J01_2018.06.20 14_18_21.xml
../data/xuelang_round1_train_part2_20180705/油渍/J01_2018.06.19 13_17_50.jpg,油渍,../data/xuelang_round1_train_part2_20180705/油渍/J01_2018.06.19 13_17_50.xml
../data/xuelang_round1_train_part2_20180705/油渍/J01_2018.06.17 10_17_59.jpg,油渍,../data/xuelang_round1_train_part2_20180705/油渍/J01_2018.06.17 10_17_59.xml
../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.25 14_38_39.jpg,毛洞,../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.25 14_38_39.xml
../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.28 13_40_47.jpg,毛洞,../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.28 13_40_47.xml
../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.23 10_32_29.jpg,毛洞,../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.23 10_32_29.xml
../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.27 15_05_14.jpg,毛洞,../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.27 15_05_14.xml
../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.19 14_45_15.jpg,毛洞,../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.19 14_45_15.xml
../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.13 14_08_09.jpg,毛洞,../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.13 14_08_09.xml
../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.25 13_25_56.jpg,毛洞,../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.25 13_25_56.xml
../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.23 09_27_40.jpg,毛洞,../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.23 09_27_40.xml
../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.27 09_37_28.jpg,毛洞,../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.27 09_37_28.xml
../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.27 09_39_30.jpg,毛洞,../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.27 09_39_30.xml
../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.17 09_54_07.jpg,毛洞,../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.17 09_54_07.xml
../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.25 14_38_54.jpg,毛洞,../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.25 14_38_54.xml
../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.27 15_04_47.jpg,毛洞,../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.27 15_04_47.xml
../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.19 09_44_42.jpg,毛洞,../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.19 09_44_42.xml
../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.19 15_43_00.jpg,毛洞,../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.19 15_43_00.xml
../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.28 15_20_57.jpg,毛洞,../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.28 15_20_57.xml
../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.23 09_30_53.jpg,毛洞,../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.23 09_30_53.xml
../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.19 13_34_07.jpg,毛洞,../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.19 13_34_07.xml
../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.19 15_43_39.jpg,毛洞,../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.19 15_43_39.xml
../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.28 15_20_44.jpg,毛洞,../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.28 15_20_44.xml
../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.22 08_39_09.jpg,毛洞,../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.22 08_39_09.xml
../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.16 10_21_06.jpg,毛洞,../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.16 10_21_06.xml
../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.23 13_33_49.jpg,毛洞,../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.23 13_33_49.xml
../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.19 13_34_33.jpg,毛洞,../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.19 13_34_33.xml
../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.20 15_04_34.jpg,毛洞,../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.20 15_04_34.xml
../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.20 14_51_33.jpg,毛洞,../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.20 14_51_33.xml
../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.28 15_24_35.jpg,毛洞,../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.28 15_24_35.xml
../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.19 10_18_16.jpg,毛洞,../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.19 10_18_16.xml
../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.23 13_17_49.jpg,毛洞,../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.23 13_17_49.xml
../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.16 10_20_43.jpg,毛洞,../data/xuelang_round1_train_part2_20180705/毛洞/J01_2018.06.16 10_20_43.xml
